#1.3
5849	40	16	13
id	gene_id	new_ID	gene_name	Gene.description..RefSeq.	Gene.description..PATRIC.	Gene.description..KEGG..based.on.PA14	KO.term	Category	Feature.Type	PAO1_ID	Length..nucleotides.	Length..amino.acids.	Molecular.Weight..predicted.	Isoelectric.Point..predicted.	Subcellular.Localization..Confidence.Class.	gene.num	MOCP_0193:rhamnose:0.00000%:CRISPRi_noguide:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi_ctrlg:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi_rhlR:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi_folA:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi_gyrA:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-gyrB:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-parC:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-ssb:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-lptA:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi_lptD:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-lptE:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-dxr:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-lpxC:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-mreB:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-leuS:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-rpoB:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-rpsL:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-rplJ:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-murA:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-pbpA:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi_ctrlg:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi_rhlR:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi_folA:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi_gyrA:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-gyrB:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-parC:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-ssb:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-lptA:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi_lptD:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi_noguide:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-lptE:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-dxr:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-lpxC:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-mreB:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-leuS:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-rpoB:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-rpsL:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-rplJ:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-murA:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-pbpA:600min:A
PA14_16280	PA14_16280	PA14_RS06520		transcriptional regulator	Transcriptional regulator, AcrR family	TetR/AcrR family transcriptional regulator, transcriptional repressor NalC	K18130	core genome single copy	CDS	PA3721	642	214	23.7	5.66	Cytoplasmic [Class 3]	gene1339	-1.3166	0.3461	0.523	0.0488	-0.2403	-0.3437	0.6225	-1.2349	-0.3556	-0.3902	1.3816	0.2971	0.6632	0.8767	0.5175	0.5379	0.4521	0.5098	-0.4118	0.4485	-0.276	-0.3611	-0.5614	-0.4141	-0.1748	0.4916	-0.9743	-0.2773	0.2448	-0.9652	0.3712	-0.2687	-0.6596	1.1306	0.0708	1.3293	-0.2235	-1.6204	-0.396	0.04
PA14_16290	PA14_16290	PA14_RS06525		hypothetical protein	hypothetical protein	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3720	426	142	15.6	4.41	Cytoplasmic [Class 3]	gene1340	-0.6251	-0.3	-0.3435	0.2813	-1.3652	-0.1999	0.0153	-0.3764	-0.9524	-0.6817	-0.2619	-0.4436	0.2081	0.1627	-0.2773	0.746	0.1786	-0.0093	-0.3842	0.0395	0.6314	-0.006	0.9477	-0.0531	0.2757	0.7294	0.0231	-0.2243	0.0267	-0.0692	-0.3789	-0.945	0.2541	1.5857	0.208	3.2797	1.6394	0.3009	0.8777	1.3801
PA14_16300	PA14_16300	PA14_RS06530		hypothetical protein	hypothetical protein	antirepressor for MexR	K18150	accessory genome	CDS	PA3719	162	54	6.1	10.72	Unknown [Class 3]	gene1341	-1.2888	-1.2598	-0.3473	0.2849	-0.8727	-0.9649	-0.345	-1.5063	-0.7166	-1.3226	-0.0303	-0.4786	0.2273	-0.3557	-0.5193	0.1331	0.5547	0.1756	-1.1198	-0.0785	0.9065	-1.1691	-0.3742	-0.1866	0.2058	0.179	-0.6795	0.2576	-0.0898	-0.7478	0.1581	0.2785	1.1745	0.8161	-0.074	2.8903	0.8058	0.47	1.1889	0.6563
PA14_16310	PA14_16310	PA14_RS06535		MFS permease	Uncharacterized MFS-type transporter	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3718	1242	414	42.3	11.87	Cytoplasmic Membrane [Class 3]	gene1342	-0.0063	-1.159	-0.2261	-1.1397	0.5436	-0.0426	-0.4253	-0.2422	-0.5502	-0.3777	-0.4419	-0.5432	-0.3397	-0.3323	-1.7067	-0.7164	-0.2922	-0.5672	-0.3711	-1.3668	-0.2046	0.0451	0.1956	1.4438	0.8579	-0.1153	0.7418	2.6651	0.9058	0.4881	0.5817	0.8635	1.9169	0.1996	0.2344	1.6911	1.3341	1.6476	1.3462	-0.5427
PA14_16320	PA14_16320	PA14_RS06540	fkbP-1	peptidyl-prolyl cis-trans isomerase, FkbP-type	Peptidylprolyl isomerase, FKBP-type (EC 5.2.1.8)	peptidylprolyl isomerase [EC:5.2.1.8]	K01802	core genome single copy	CDS	PA3717	342	114	12.6	6.79	Unknown (This protein may have multiple localization sites) [Class 3]	gene1343	0.3836	1.1522	0.4885	0.2695	-0.1242	0.5918	0.5291	0.2094	0.0534	-0.1658	0.0994	1.073	1.4649	-0.0905	0.2398	-0.015	0.0733	0.9349	0.7677	1.2535	0.4168	0.465	0.0943	-1.4108	0.1347	1.3803	-0.9457	-0.7253	-0.5234	0.6215	-0.4999	-1.0784	-0.7436	-0.2369	0.0182	-0.0957	0.1473	-1.2643	-0.115	0.128
PA14_16330	PA14_16330	PA14_RS06545		hypothetical protein	hypothetical protein	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3716	1707	569	60.4	4.15	Unknown [Class 3]	gene1344	-0.1194	-0.0905	0.1609	0.3334	-1.0866	-0.4927	-0.242	-0.4352	0.1744	-0.0055	-0.89	-0.0242	-0.1497	0.1226	-0.3635	-0.117	-0.64	-1.2901	-0.5958	0.5324	1.5416	1.5444	0.6763	-0.1452	0.723	1.9003	-0.0221	-2.2541	1.1902	1.5187	-0.3881	-0.153	-0.7418	-0.5049	-0.8921	-0.9012	2.5756	-0.1488	1.3317	0.5132
PA14_16340	PA14_16340	PA14_RS06550		hypothetical protein	hypothetical protein	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3715	804	268	29.5	5.41	Unknown [Class 3]	gene1345	-0.5766	1.4325	0.7788	-0.3304	-0.8897	-0.8271	0.8216	-0.1355	0.2594	0.7591	1.1326	-0.3855	-1.0622	0.2851	0.355	-1.2489	0.0488	1.0728	0.2414	0.9177	0.898	0.4863	-0.0829	-1.4456	0.8415	-1.048	-0.9032	-1.4148	0.1968	0.5384	0.0809	0.0662	-0.5842	0.0714	-0.2592	-3.4912	-0.4583	-1.0371	-0.9404	0.9643
PA14_16350	PA14_16350	PA14_RS06555		two-component response regulator	Two-component system response regulator protein	two-component system, NarL family, captular synthesis response regulator RcsB	K07687	core genome single copy	CDS	PA3714	642	214	23.3	9.72	Cytoplasmic [Class 3]	gene1346	0.0971	0.1618	-0.0498	0.6913	-0.5456	-0.2799	0.4172	-0.3517	-0.2946	-0.2384	0.7306	0.867	1.7611	0.5197	0.4643	-0.0946	0.7976	0.179	0.4652	0.3537	-0.5397	-0.1243	-0.5117	-0.7785	-0.211	0.6528	0.1233	-1.2795	0.2648	-0.8388	0.608	0.3133	-1.1289	0.3992	-0.552	-0.0635	-0.6211	-0.4033	-0.9085	0.6745
PA14_16360	PA14_16360	PA14_RS06560		hypothetical protein	hypothetical protein	spermidine dehydrogenase [EC:1.5.99.6]	K00316	core genome single copy	CDS	PA3713	1863	621	68.9	6.71	Cytoplasmic [Class 3]	gene1347	-0.3732	0.4383	-0.5961	0.4342	-0.4864	0.4365	1.2107	6.8101	-0.4487	0.1082	0.5304	0.3034	0.0495	0.565	0.2578	0.2381	0.8923	0.614	0.1315	0.0328	-0.9246	0.4153	0.2184	-0.5255	-0.7373	-0.0199	3.7842	-1.3163	0.2236	0.4542	-0.2759	0.5842	-2.305	-0.6766	-0.4241	-1.0204	0.5926	2.3549	-0.1175	0.2362
PA14_16370	PA14_16370	PA14_RS06565		hypothetical protein	putative membrane protein	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3712	696	232	24.7	5.8	Cytoplasmic Membrane [Class 3]	gene1348	-0.7717	-0.1267	0.3485	-0.1977	-0.5545	-0.2834	0.0242	0.1403	0.4011	-0.573	0.824	0.1278	0.5337	-0.0332	0.9534	0.6804	0.6629	0.1159	0.4772	0.3348	-0.1517	0.1452	0.2245	-1.5448	-1.5127	-0.8771	-0.829	2.5087	0.7542	-0.6406	-0.0242	-0.2101	1.1381	0.2275	-0.8135	-2.2808	-2.7715	-2.3736	2.6021	-0.6846
PA14_16380	PA14_16380	PA14_RS06570		LysR family transcriptional regulator	Transcriptional regulator	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3711	906	302	34.1	7.13	Cytoplasmic [Class 3]	gene1349	-1.0051	0.1301	-1.1314	0.5225	-1.1048	-0.1428	0.8147	0.3208	-0.2616	0.5093	0.1784	-0.2953	-0.1873	-0.599	-0.1464	0.0609	1.0665	-0.4958	-0.0166	-0.7359	0.9323	0.2264	0.8578	-0.6809	-1.255	-0.3861	-0.3138	-1.0862	0.8068	0.406	-0.075	0.4781	-0.0751	0.3062	-0.8536	0.8851	0.4975	-0.1414	0.1013	1.8525
PA14_16390	PA14_16390	PA14_RS06575		GMC-type oxidoreductase	Pyridoxine 4-oxidase (EC 1.1.3.12)	choline dehydrogenase [EC:1.1.99.1]	K00108	core genome single copy	CDS	PA3710	1674	558	60.6	7.76	Cytoplasmic Membrane [Class 3]	gene1350	0.461	-0.0137	0.2519	-0.3607	2.9963	-0.1574	0.3261	0.9864	0.2909	0.1958	0.5041	-0.0563	0.1934	-0.2393	-0.4517	-0.3863	0.0396	-1.1074	0.2181	-0.0685	-0.6054	-1.4951	-0.897	2.9342	0.6168	-0.0368	-0.8373	1.9223	-0.4505	-1.3054	-1.2815	-0.1707	1.3539	-0.5438	0.7714	0.1477	0.0739	1.0936	0.4506	-0.737
PA14_16410	PA14_16410	PA14_RS06580		MFS transporter	Uncharacterized MFS-type transporter	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3709	1620	540	58.3	9.1	Cytoplasmic Membrane [Class 3]	gene1351	-0.6958	0.0738	-0.0457	-0.4053	0.0733	0.2567	-0.7727	0.8282	-0.4426	0.3281	0.1387	0.7091	-1.4663	-0.0265	0.3149	-0.4581	0.6557	0.6269	-0.1343	0.0771	-0.9863	-0.9717	0.516	0.6734	-0.3218	-0.1145	1.2165	1.06	-0.3637	-1.1161	-1.0228	-0.872	0.2728	-0.5253	-0.4487	-0.1479	1.3442	2.7403	-0.1241	-1.1063
PA14_16430	PA14_16430	PA14_RS06585	wspA	chemotaxis transducer	probable chemotaxis transducer	methyl-accepting chemotaxis protein WspA	K13487	core genome single copy	CDS	PA3708	1629	543	59	4.69	Cytoplasmic Membrane [Class 3]	gene1352	-0.0115	0.2874	0.2935	0.214	-0.5307	0.0081	0.5219	0.4186	-0.0489	-0.0991	0.3783	1.1574	0.7044	1.1045	1.1963	1.32	1.2062	0.8851	0.7329	0.3731	0.0662	-0.1449	-1.297	-0.2987	0.0774	0.0802	-0.564	-1.2307	-1.3942	-0.404	0.2721	-0.229	-2.0252	-0.314	0.128	-1.6157	0.4006	-0.8579	-1.8298	-0.3614
PA14_16440	PA14_16440	PA14_RS06590	wspB	hypothetical protein	CheW domain protein WspB	chemotaxis-related protein WspB	K13488	core genome single copy	CDS	PA3707	516	172	19.2	7.35	Cytoplasmic [Class 3]	gene1353	-0.2338	-0.3263	0.8043	-0.3332	1.0348	-0.7942	-1.2114	0.7922	0.1826	-0.1154	-0.2798	-0.0739	0.3392	0.1906	-0.4017	-1.1113	0.3321	-0.423	-0.2332	-0.2179	0.2054	-0.6427	-0.0932	0.6182	0.6147	-0.7465	0.2493	0.0963	-1.0747	-0.0148	-1.2299	0.4811	-0.9234	0.086	0.513	-0.1751	0.1945	1.2795	0.9628	-0.2802
PA14_16450	PA14_16450	PA14_RS06595	wspC	methyltransferase	SAM-dependent methyltransferase	chemotaxis protein methyltransferase WspC	K13486	core genome single copy	CDS	PA3706	1269	423	46.4	7.99	Cytoplasmic [Class 3]	gene1354	-0.2269	0.2489	0.2563	0.1046	0.0883	0.5556	0.2515	0.1698	0.5995	-0.0868	-0.8504	0.4309	-0.2947	-0.853	-0.0494	0.2546	-0.6806	-1.0199	-0.1793	0.3809	-0.4287	-1.0775	-0.5215	0.0652	0.5601	-0.8583	-0.9472	2.5542	-0.7793	0.2738	-0.7124	0.0417	-0.1694	-0.823	0.203	0.0165	1.5433	2.6281	0.8466	-0.3541
PA14_16460	PA14_16460	PA14_RS06600	wspD	CheW domain-containing protein	Chemotaxis signal transduction protein	chemotaxis-related protein WspD	K13489	core genome single copy	CDS	PA3705	690	230	24.9	5.31	Cytoplasmic [Class 3]	gene1355	-0.1604	1.2503	0.7357	0.5957	-0.4874	0.6619	-0.2025	0.3899	0.7937	0.2661	0.067	-1.5371	1.2953	0.1021	0.331	0.3166	0.6211	0.1551	-0.4969	0.7376	1.9417	1.3178	0.1048	0.2092	0.3007	1.0863	0.1711	-1.0169	-0.2431	0.0837	-0.9366	-0.155	-0.5159	-1.0529	-0.9256	-0.6134	-0.2305	-1.7164	-0.3913	0.4438
PA14_16470	PA14_16470	PA14_RS06605		chemotaxis sensor/effector fusion protein	Signal transduction histidine kinase CheA	two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE	K13490	core genome single copy	CDS	PA3704	2310	770	84.4	4.78	Cytoplasmic [Class 3]	gene1356	0.6258	0.9799	-0.1898	0.3836	-0.2908	0.216	0.5937	0.4557	0.6577	0.2438	0.5284	0.3317	0.1589	0.3497	0.1024	0.7167	0.9169	0.6636	0.0747	1.2291	0.2969	-0.5788	-0.4379	0.1564	-0.1098	0.2209	-0.8835	-0.3603	-1.3843	-0.2517	-0.8365	-0.348	-0.1041	-0.7442	0.3459	-1.4265	-0.295	-1.2628	0.6495	-0.8452
PA14_16480	PA14_16480	PA14_RS06610	wspF	chemotaxis-specific methylesterase	Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)	two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]	K13491	core genome single copy	CDS	PA3703	1008	336	35.7	6.53	Cytoplasmic [Class 3]	gene1357	-0.2003	0.4079	0.5043	-0.0273	-0.7697	0.0973	0.4603	0.3088	0.1009	0.5626	1.2063	0.5051	-0.4807	0.6039	0.864	0.938	0.4141	0.0655	0.725	0.9474	-0.2076	-0.1577	-0.8405	-1.5626	-1.4726	-0.4255	-0.3587	0.7503	-0.8491	-0.6537	0.0604	0.3334	0.5724	-0.1958	-1.2093	-0.166	-1.3756	-2.4251	1.206	-0.7053
PA14_16500	PA14_16500	PA14_RS06615	wspR	two-component response regulator	Two-component system response regulator protein	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	core genome single copy	CDS	PA3702	1044	348	37.9	5.43	Cytoplasmic [Class 3]	gene1358	0.6725	0.6692	0.3119	0.5304	0.1514	-0.0603	0.7423	0.8552	0.3309	0.6942	1.2363	0.3816	0.6295	0.7782	0.1724	0.9095	0.5073	0.6405	0.6505	0.7397	-0.0173	-0.1336	0.0808	-1.5132	-0.1972	0.2549	-0.6904	-1.3002	-0.5082	0.4208	-1.4597	-0.7305	-0.7357	-0.7568	-0.3885	-1.4596	-0.7184	-1.3603	-0.6468	-0.4251
PA14_16510	PA14_16510	PA14_RS06620		peptide chain release factor 2	Peptide chain release factor 2 @ programmed frameshift-containing	peptide chain release factor 2	K02836	core genome single copy	CDS		999	333	37343.1	4.47	Cytoplasmic [Class 3]	gene1359	0.8813	0.8036	0.7201	0.1694	-0.8431	-0.3208	-0.1746	0.1611	0.3282	-0.0581	-0.6374	-0.9536	-0.1355	-0.7173	-0.7872	-1.1162	-0.4189	-0.8547	-0.6818	-0.1206	0.7306	0.947	0.4891	0.6273	1.5823	0.4371	0.0116	-2.3906	-0.9316	0.6096	-0.7779	0.1313	-0.8207	0.2207	0.0911	1.6113	2.1541	1.4415	-0.8252	0.4697
PA14_16530	PA14_16530	PA14_RS06625	lysS	lysyl-tRNA synthetase	Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	K04567	core genome single copy	CDS	PA3700	1506	502	57.3	5.04	Cytoplasmic [Class 3]	gene1360	3.6296	0.0834	-0.1495	-0.5529	-1.0863	-1.1376	-0.7075	-0.417	-0.2795	0.1219	-0.1647	-0.0263	-0.2591	4.7747	-0.3799	-0.0535	-0.1783	-0.2094	-0.5991	0.1788	0.9584	0.6005	-0.3979	0.7765	1.3265	1.269	0.0363	-3.9407	-0.644	1.0209	0.0837	0.1645	-0.7746	3.9145	-0.3091	1.631	1.5171	-0.1595	-0.884	0.8828
PA14_16550	PA14_16550	PA14_RS06630		TetR family transcriptional regulator	Transcriptional regulator, AcrR family	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3699	714	238	26.3	5.4	Cytoplasmic [Class 3]	gene1361	-0.5457	-0.1252	-0.1642	0.2808	-0.0331	0.2019	0.5623	0.4518	-0.273	-0.0052	0.041	-0.1878	0.7145	0.8138	0.1499	0.8177	0.0504	0.6376	-0.3998	1.0903	0.3985	0.4077	-0.4743	-2.4107	-0.4869	-0.2573	-0.4558	-2.4827	-0.4992	-0.2894	-0.0044	0.0345	-1.2431	0.7104	-0.7186	-1.5411	-1.6462	-1.5388	-1.4705	0.5563
PA14_16560	PA14_16560	PA14_RS06635		lipoprotein	Putative lipoprotein, specific for Pseudomonas, in cluster with COG2110	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3698	552	184	20.4	4.43	Unknown [Class 3]	gene1362	-0.7139	-0.7786	-0.6163	-0.6919	-0.0546	0.4473	0.4624	-0.0751	-0.722	-0.5329	0.2738	0.6304	0.8608	0.9343	1.1483	0.6556	1.112	0.4745	0.521	0.7982	-0.6606	-0.4937	-0.4137	-0.2594	-0.6938	-0.4325	-0.6491	1.7894	-0.1224	-0.3176	0.5016	0.2253	-1.1067	-0.5686	0.4509	-0.7994	-0.4517	1.4915	-0.1495	0.9024
PA14_16580	PA14_16580	PA14_RS06640		hypothetical protein	hypothetical protein	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3697	1296	432	48.6	6.42	Cytoplasmic [Class 3]	gene1363	0.6774	0.119	0.7308	-0.0021	-0.7895	-0.3341	0.479	-0.439	0.4995	0.557	-0.2551	-0.1956	1.0682	0.4224	-0.5634	-0.2656	-0.4658	0.4181	0.4827	-0.0728	-0.0463	0.9307	0.0116	-3.2194	-2.0531	-0.3052	-0.7814	1.1062	0.0058	0.9564	0.6558	0.2124	0.2175	0.1407	0.6486	-1.4999	-1.8281	-1.5751	-0.2121	0.1478
PA14_16590	PA14_16590	PA14_RS06645		hypothetical protein	DUF124 domain-containing protein	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3696	747	249	26.5	5.35	Unknown [Class 3]	gene1364	0.5663	0.8883	1.285	0.1919	-0.8439	-1.1529	0.1021	0.3006	0.2995	0.5657	0.0093	0.0709	-0.7762	0.4956	0.5141	0.1474	-1.0022	0.0971	0.301	2.2765	0.0984	-0.5654	-0.0378	-2.2551	-1.6755	0.0507	-0.1459	0.1623	-0.1316	1.1323	-1.5038	0.2245	0.7801	-0.6856	-0.7165	-1.5964	-2.7471	-1.4457	0.0731	0.4785
PA14_16600	PA14_16600	PA14_RS06650		alpha/beta hydrolase	Hydrolase of the alpha/beta superfamily in cluster with COG2110	uncharacterized protein	K06889	core genome single copy	CDS	PA3695	906	302	33.3	6.8	Unknown [Class 3]	gene1365	0.6178	1.6886	1.0456	-4e-04	-0.2326	-0.4381	0.5261	-0.0863	1.0123	0.8512	0.1092	-0.1121	-0.0249	0.2783	0.0873	0.2171	0.5933	0.1899	1.1384	0.5516	0.3201	0.5679	-1.2275	-2.3785	-2.0513	-1.6243	0.0805	0.4225	-0.9218	-0.4714	-0.8155	0.3096	0.2355	-0.5001	-1.0175	-0.2312	-1.0856	0.0782	-1.7561	-0.0117
PA14_16610	PA14_16610	PA14_RS06655		hypothetical protein	Putative lipoprotein in cluster with COG2110	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3694	324	108	11.7	5.66	Unknown [Class 3]	gene1366	0.1871	1.6064	0.1223	0.6251	-0.4352	-0.8597	1.8389	4e-04	0.1737	1.3811	-0.8636	-0.7221	5.2682	0.0231	-0.1191	0.5316	0.1555	0.3757	-0.3493	-0.5274	0.3166	0.6341	-1.0119	-1.5278	-1.1467	0.1271	0.5841	0.482	0.1941	0.0843	-0.2844	-0.7174	4.3768	-0.034	-0.9802	-0.1617	-1.5015	0.3207	-0.9419	-0.1604
PA14_16620	PA14_16620	PA14_RS06660		hypothetical protein	O-acetyl-ADP-ribose deacetylase	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3693	522	174	18.2	7.02	Unknown [Class 3]	gene1367	0.1994	0.2217	0.7241	-0.0523	-0.0637	-0.2593	0.545	1.4701	-0.2085	0.3681	0.4468	0.1463	6.9453	-0.5701	1.1563	-0.8939	-0.84	-0.5556	0.2467	0.2481	-0.5499	0.272	-1.3564	-0.7886	-0.736	-1.2642	0.6459	-0.0135	-0.7791	0.3555	-0.1372	0.1857	4.4684	-1.4668	1.3843	0.2514	-1.2993	1.997	-0.2994	-0.5683
PA14_16630	PA14_16630	PA14_RS06665		outer membrane protein, OmpA	Putative outer membrane protein	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3692	786	262	28.5	9.9	Outer Membrane [Class 3]	gene1368	-0.8126	-0.0764	0.4928	-0.3635	-0.833	0.853	0.1444	-0.5191	0.556	-0.1027	0.0459	0.048	-0.6226	0.82	0.6551	0.389	0.3267	1.1153	-0.1073	0.2392	-1.068	0.1025	1.1825	-5.1759	-4.6706	-0.2199	-0.931	2.3305	3.5601	0.2422	-0.2073	-1.4026	2.2848	0.4566	-0.0801	-6.8489	-7.1196	-7.0414	7.4923	-1.0737
PA14_16640	PA14_16640	PA14_RS06670		lipoprotein	hypothetical protein	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3691	405	135	14.5	8.48	Unknown [Class 3]	gene1369	-0.628	0.1309	0.1029	0.6337	-0.7993	0.4465	-0.0247	-0.5468	-0.4385	-0.7341	-0.1604	0.1419	0.2643	-0.1424	0.3948	0.5362	0.2857	0.5046	-0.2998	-0.3783	0.0669	0.0724	0.9394	-2.7687	-1.8909	0.7903	-0.6404	1.63	2.3981	0.7738	-0.1552	-0.1033	1.9748	0.6079	0.0814	-2.5434	-2.9488	-2.9694	4.3311	-0.2624
PA14_16660	PA14_16660	PA14_RS06675	cadA	metal-transporting P-type ATPase	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	Cd2+/Zn2+-exporting ATPase [EC:3.6.3.3 3.6.3.5]	K01534	core genome single copy	CDS	PA3690	2229	743	78.9	6.03	Cytoplasmic Membrane [Class 3]	gene1370	-0.2123	0.8684	-0.0388	0.9884	-0.3414	1.2551	-0.0911	-0.7647	-0.4107	0.1207	0.6077	-0.3156	0.4301	-0.0893	0.4729	0.6489	0.9629	0.5383	-0.0602	-0.1304	0.0109	-0.821	-1.0633	-0.3999	0.5767	-0.3173	-1.0359	0.9275	-0.5594	-0.711	-0.8533	-0.6493	3.8771	0.8154	0.3922	-2.1223	0.4407	-2.3308	4.929	-0.9196
PA14_16670	PA14_16670	PA14_RS06680	cadR	transcriptional regulator CadR	Transcriptional regulator, MerR family	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3689	471	157	17.7	6.59	Cytoplasmic [Class 3]	gene1371	-0.5191	0.756	0.7188	-0.7416	-0.3683	0.3543	-0.4634	-0.1502	0.3428	0.4081	-0.8913	0.0828	-0.9734	0.6929	0.3798	0.92	-0.2218	0.0069	-0.3398	0.0683	-0.9909	0.7573	0.1076	-0.0271	-0.2782	0.1347	-0.4101	1.0808	-0.7504	-0.898	0.4638	-0.7022	1.1582	-0.1107	-0.9045	1.8456	-0.3402	0.698	0.4215	-0.7785
PA14_16680	PA14_16680	PA14_RS06685		hypothetical protein	hypothetical protein	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA3688	345	115	12.9	5.92	Unknown [Class 3]	gene1372	0.3271	0.5238	1.3039	0.5514	-0.1244	0.3332	0.5187	0.2435	-0.0606	0.4109	0.9536	1.0715	0.9175	0.85	0.6906	0.9617	0.5094	0.4447	0.1473	0.9702	-0.915	-0.0216	-0.2034	-1.5948	-2.0585	-0.8151	-0.7971	-0.5751	-0.8656	-0.5592	0.0379	-0.7675	-0.6907	-0.5378	-0.4165	-2.5491	-2.133	-1.0511	-0.6174	-0.5364
PA14_16690	PA14_16690	PA14_RS06690	ppc	phosphoenolpyruvate carboxylase	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	phosphoenolpyruvate carboxylase [EC:4.1.1.31]	K01595	core genome single copy	CDS	PA3687	2637	879	97.8	5.99	Cytoplasmic [Class 3]	gene1373	0.0758	-1.6167	-1.3587	-0.5721	1.1993	0.1182	-1.0417	0.4689	-0.7832	-0.3374	-0.2257	0.1704	-1.1406	0.0229	-0.5318	-0.7062	-0.1974	-0.9777	0.1086	0.0718	-2.3392	-1.22	-0.0647	1.2793	0.0954	-0.851	0.4952	2.7262	0.6644	-0.4084	0.3753	0.2038	0.6052	-0.1264	0.51	0.3033	1.506	2.8469	1.7953	0.4468
PA14_16700	PA14_16700	PA14_RS06695	adk	adenylate kinase	Adenylate kinase (EC 2.7.4.3)	adenylate kinase [EC:2.7.4.3]	K00939	core genome single copy	CDS	PA3686	648	216	23.1	6.4	Cytoplasmic [Class 3]	gene1374	0.673	0.9457	0.6569	0.4201	0.0024	-0.1042	0.3871	0.4749	0.5123	0.7366	-0.2561	-0.4256	0.0982	-0.5813	-0.445	-0.2894	-0.063	-0.4984	0.1174	-0.197	1.0257	1.1765	1.0306	-3.2417	-2.3934	0.4583	0.8943	-3.4638	0.7175	1.1936	0.195	0.0034	-1.7536	-0.5814	-0.796	-1.6121	-3.4061	-3.0156	-2.0796	0.5613
