"title","organism","cell_line","pert_id","pert_iname","pert_dose","pert_dose_unit","pert_idose","pert_time","pert_time_unit","pert_itime","pert_type","category","project_id","replicate_id","project_plate_id_384well","strain_id","molecule","single_or_paired_end","instrument_model","processed_data_file_count","processed_data_file_zscore","raw_file1_combined","raw_file2_combined"
"MOC_1430:pg1:6.00000uM:30min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","pg1","Protegrin-1",6,"uM","6.00000uM",30,"min","30min","poscon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T30_PG1_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T30_PG1_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:pg1:6.00000uM:30min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","pg1","Protegrin-1",6,"uM","6.00000uM",30,"min","30min","poscon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T30_PG1_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T30_PG1_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:pg1:6.00000uM:60min:PA14:MOC_1430_1:r1","UCBPP-PA14","PA14","pg1","Protegrin-1",6,"uM","6.00000uM",60,"min","60min","poscon","reference_set","MOC_1430","r1","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T60_PG1_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T60_PG1_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:pg1:6.00000uM:60min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","pg1","Protegrin-1",6,"uM","6.00000uM",60,"min","60min","poscon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T60_PG1_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T60_PG1_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:pg1:6.00000uM:60min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","pg1","Protegrin-1",6,"uM","6.00000uM",60,"min","60min","poscon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T60_PG1_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T60_PG1_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:pg1:6.00000uM:90min:PA14:MOC_1430_1:r1","UCBPP-PA14","PA14","pg1","Protegrin-1",6,"uM","6.00000uM",90,"min","90min","poscon","reference_set","MOC_1430","r1","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T90_PG1_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T90_PG1_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:pg1:6.00000uM:90min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","pg1","Protegrin-1",6,"uM","6.00000uM",90,"min","90min","poscon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T90_PG1_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T90_PG1_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:pg1:6.00000uM:90min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","pg1","Protegrin-1",6,"uM","6.00000uM",90,"min","90min","poscon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T90_PG1_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T90_PG1_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tet:108.00000uM:120min:PA14:MOC_1430_1:r1","UCBPP-PA14","PA14","tet","Tetracyclin",108,"uM","108.00000uM",120,"min","120min","poscon","reference_set","MOC_1430","r1","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T120_tet_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T120_tet_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tet:108.00000uM:120min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","tet","Tetracyclin",108,"uM","108.00000uM",120,"min","120min","poscon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T120_tet_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T120_tet_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tet:108.00000uM:120min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","tet","Tetracyclin",108,"uM","108.00000uM",120,"min","120min","poscon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T120_tet_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T120_tet_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tet:108.00000uM:30min:PA14:MOC_1430_1:r1","UCBPP-PA14","PA14","tet","Tetracyclin",108,"uM","108.00000uM",30,"min","30min","poscon","reference_set","MOC_1430","r1","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T30_tet_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T30_tet_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tet:108.00000uM:30min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","tet","Tetracyclin",108,"uM","108.00000uM",30,"min","30min","poscon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T30_tet_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T30_tet_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tet:108.00000uM:30min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","tet","Tetracyclin",108,"uM","108.00000uM",30,"min","30min","poscon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T30_tet_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T30_tet_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tet:108.00000uM:60min:PA14:MOC_1430_1:r1","UCBPP-PA14","PA14","tet","Tetracyclin",108,"uM","108.00000uM",60,"min","60min","poscon","reference_set","MOC_1430","r1","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T60_tet_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T60_tet_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tet:108.00000uM:60min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","tet","Tetracyclin",108,"uM","108.00000uM",60,"min","60min","poscon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T60_tet_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T60_tet_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tet:108.00000uM:60min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","tet","Tetracyclin",108,"uM","108.00000uM",60,"min","60min","poscon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T60_tet_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T60_tet_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tet:108.00000uM:90min:PA14:MOC_1430_1:r1","UCBPP-PA14","PA14","tet","Tetracyclin",108,"uM","108.00000uM",90,"min","90min","poscon","reference_set","MOC_1430","r1","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T90_tet_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T90_tet_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tet:108.00000uM:90min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","tet","Tetracyclin",108,"uM","108.00000uM",90,"min","90min","poscon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T90_tet_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T90_tet_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tet:108.00000uM:90min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","tet","Tetracyclin",108,"uM","108.00000uM",90,"min","90min","poscon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T90_tet_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T90_tet_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tmp:375.00000uM:120min:PA14:MOC_1430_1:r1","UCBPP-PA14","PA14","tmp","Trimethoprim",375,"uM","375.00000uM",120,"min","120min","poscon","reference_set","MOC_1430","r1","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T120_tmp_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T120_tmp_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tmp:375.00000uM:120min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","tmp","Trimethoprim",375,"uM","375.00000uM",120,"min","120min","poscon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T120_tmp_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T120_tmp_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tmp:375.00000uM:120min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","tmp","Trimethoprim",375,"uM","375.00000uM",120,"min","120min","poscon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T120_tmp_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T120_tmp_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tmp:375.00000uM:30min:PA14:MOC_1430_1:r1","UCBPP-PA14","PA14","tmp","Trimethoprim",375,"uM","375.00000uM",30,"min","30min","poscon","reference_set","MOC_1430","r1","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T30_tmp_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T30_tmp_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tmp:375.00000uM:30min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","tmp","Trimethoprim",375,"uM","375.00000uM",30,"min","30min","poscon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T30_tmp_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T30_tmp_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tmp:375.00000uM:30min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","tmp","Trimethoprim",375,"uM","375.00000uM",30,"min","30min","poscon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T30_tmp_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T30_tmp_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tmp:375.00000uM:60min:PA14:MOC_1430_1:r1","UCBPP-PA14","PA14","tmp","Trimethoprim",375,"uM","375.00000uM",60,"min","60min","poscon","reference_set","MOC_1430","r1","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T60_tmp_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T60_tmp_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tmp:375.00000uM:60min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","tmp","Trimethoprim",375,"uM","375.00000uM",60,"min","60min","poscon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T60_tmp_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T60_tmp_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tmp:375.00000uM:60min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","tmp","Trimethoprim",375,"uM","375.00000uM",60,"min","60min","poscon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T60_tmp_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T60_tmp_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tmp:375.00000uM:90min:PA14:MOC_1430_1:r1","UCBPP-PA14","PA14","tmp","Trimethoprim",375,"uM","375.00000uM",90,"min","90min","poscon","reference_set","MOC_1430","r1","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T90_tmp_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T90_tmp_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tmp:375.00000uM:90min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","tmp","Trimethoprim",375,"uM","375.00000uM",90,"min","90min","poscon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T90_tmp_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T90_tmp_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:tmp:375.00000uM:90min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","tmp","Trimethoprim",375,"uM","375.00000uM",90,"min","90min","poscon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T90_tmp_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T90_tmp_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:water:0.50000%:120min:PA14:MOC_1430_1:r1","UCBPP-PA14","PA14","water","water",0.5,"%","0.50000%",120,"min","120min","negcon","reference_set","MOC_1430","r1","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T120_waterA_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz,T120_waterB_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T120_waterA_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz,T120_waterB_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:water:0.50000%:120min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","water","water",0.5,"%","0.50000%",120,"min","120min","negcon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T120_waterA_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz,T120_waterB_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T120_waterA_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz,T120_waterB_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:water:0.50000%:120min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","water","water",0.5,"%","0.50000%",120,"min","120min","negcon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T120_waterA_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz,T120_waterB_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T120_waterA_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz,T120_waterB_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:water:0.50000%:30min:PA14:MOC_1430_1:r1","UCBPP-PA14","PA14","water","water",0.5,"%","0.50000%",30,"min","30min","negcon","reference_set","MOC_1430","r1","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T30_waterA_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz,T30_waterB_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T30_waterA_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz,T30_waterB_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:water:0.50000%:30min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","water","water",0.5,"%","0.50000%",30,"min","30min","negcon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T30_waterA_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz,T30_waterB_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T30_waterA_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz,T30_waterB_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:water:0.50000%:30min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","water","water",0.5,"%","0.50000%",30,"min","30min","negcon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T30_waterA_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz,T30_waterB_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T30_waterA_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz,T30_waterB_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:water:0.50000%:60min:PA14:MOC_1430_1:r1","UCBPP-PA14","PA14","water","water",0.5,"%","0.50000%",60,"min","60min","negcon","reference_set","MOC_1430","r1","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T60_waterA_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz,T60_waterB_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T60_waterA_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz,T60_waterB_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:water:0.50000%:60min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","water","water",0.5,"%","0.50000%",60,"min","60min","negcon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T60_waterA_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz,T60_waterB_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T60_waterA_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz,T60_waterB_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:water:0.50000%:60min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","water","water",0.5,"%","0.50000%",60,"min","60min","negcon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T60_waterA_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz,T60_waterB_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T60_waterA_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz,T60_waterB_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:water:0.50000%:90min:PA14:MOC_1430_1:r1","UCBPP-PA14","PA14","water","water",0.5,"%","0.50000%",90,"min","90min","negcon","reference_set","MOC_1430","r1","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T90_waterA_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz,T90_waterB_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T90_waterA_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz,T90_waterB_1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:water:0.50000%:90min:PA14:MOC_1430_1:r2","UCBPP-PA14","PA14","water","water",0.5,"%","0.50000%",90,"min","90min","negcon","reference_set","MOC_1430","r2","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T90_waterA_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz,T90_waterB_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T90_waterA_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz,T90_waterB_2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1430:water:0.50000%:90min:PA14:MOC_1430_1:r3","UCBPP-PA14","PA14","water","water",0.5,"%","0.50000%",90,"min","90min","negcon","reference_set","MOC_1430","r3","MOC_1430_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","T90_waterA_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz,T90_waterB_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","T90_waterA_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz,T90_waterB_3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
